customer_id,acquisition_source,acquisition_date,company_size,industry,initial_subscription_tier,trial_to_paid_days,is_active
1359,Pipedrive,2024-05-01,Medium (51-200),Healthcare,Professional,18.0,False
1360,Pipedrive,2024-04-22,Enterprise (1000+),Technology,Enterprise,,True
1361,Pipedrive,2024-02-02,Small (1-50),Manufacturing,Professional,7.0,True
1362,Pipedrive,2024-04-30,Enterprise (1000+),Technology,Business,23.0,True
1363,Pipedrive,2024-02-25,Large (201-1000),Finance,Enterprise,9.0,True
1364,Pipedrive,2024-03-23,Enterprise (1000+),Education,Business,28.0,True
1365,Pipedrive,2024-02-11,Small (1-50),Retail,Starter,24.0,True
1366,Pipedrive,2024-04-22,Small (1-50),Technology,Starter,20.0,True
1367,Pipedrive,2024-03-14,Small (1-50),Healthcare,Starter,29.0,True
1368,Pipedrive,2024-04-01,Large (201-1000),Technology,Business,15.0,True
1369,Pipedrive,2024-04-13,Small (1-50),Finance,Starter,,True
1370,Pipedrive,2024-02-19,Enterprise (1000+),Finance,Business,14.0,True
1371,Pipedrive,2024-05-19,Enterprise (1000+),Retail,Enterprise,11.0,True
1372,Pipedrive,2024-04-29,Small (1-50),Technology,Professional,,True
1373,Pipedrive,2024-02-10,Large (201-1000),Finance,Enterprise,,True
1374,Pipedrive,2024-03-29,Enterprise (1000+),Finance,Business,19.0,True
1375,Pipedrive,2024-04-28,Enterprise (1000+),Manufacturing,Business,14.0,True
1376,Pipedrive,2024-02-11,Large (201-1000),Retail,Business,27.0,True
1377,Pipedrive,2024-03-21,Large (201-1000),Technology,Enterprise,,True
1378,Pipedrive,2024-03-28,Large (201-1000),Technology,Enterprise,,True
1379,Pipedrive,2024-03-29,Enterprise (1000+),Technology,Business,,True
1380,Pipedrive,2024-04-17,Large (201-1000),Technology,Enterprise,19.0,True
1381,Pipedrive,2024-05-03,Medium (51-200),Education,Professional,11.0,True
1382,Pipedrive,2024-03-06,Enterprise (1000+),Technology,Business,15.0,True
1383,Pipedrive,2024-04-02,Small (1-50),Finance,Professional,30.0,True
1384,Pipedrive,2024-04-17,Medium (51-200),Technology,Business,,False
1385,Pipedrive,2024-03-22,Large (201-1000),Finance,Enterprise,20.0,True
1386,Pipedrive,2024-05-21,Medium (51-200),Finance,Business,29.0,True
1387,Pipedrive,2024-03-12,Medium (51-200),Finance,Business,29.0,True
1388,Pipedrive,2024-04-14,Medium (51-200),Retail,Business,19.0,True
1389,Pipedrive,2024-05-30,Medium (51-200),Education,Professional,7.0,True
1390,Pipedrive,2024-03-31,Medium (51-200),Finance,Business,9.0,True
1391,Pipedrive,2024-05-12,Enterprise (1000+),Healthcare,Enterprise,14.0,True
1392,Pipedrive,2024-02-20,Enterprise (1000+),Technology,Enterprise,26.0,True
1393,Pipedrive,2024-03-23,Enterprise (1000+),Finance,Business,24.0,True
1394,Pipedrive,2024-05-28,Small (1-50),Healthcare,Starter,18.0,True
1395,Pipedrive,2024-04-19,Small (1-50),Finance,Professional,20.0,False
1396,Pipedrive,2024-02-13,Large (201-1000),Manufacturing,Business,24.0,True
1397,Pipedrive,2024-04-14,Medium (51-200),Finance,Business,28.0,True
1398,Pipedrive,2024-04-05,Medium (51-200),Technology,Business,16.0,True
1399,Pipedrive,2024-02-11,Small (1-50),Finance,Starter,21.0,True
1400,Pipedrive,2024-04-07,Enterprise (1000+),Retail,Enterprise,,True
1401,Pipedrive,2024-03-29,Large (201-1000),Finance,Business,,True
1402,Pipedrive,2024-02-03,Large (201-1000),Education,Business,30.0,True
1403,Pipedrive,2024-02-23,Medium (51-200),Manufacturing,Business,21.0,True
1404,Pipedrive,2024-03-23,Medium (51-200),Education,Professional,19.0,False
1405,Pipedrive,2024-04-19,Medium (51-200),Manufacturing,Business,7.0,True
1406,Pipedrive,2024-02-27,Large (201-1000),Manufacturing,Business,,True
1407,Pipedrive,2024-02-24,Large (201-1000),Healthcare,Enterprise,15.0,True
1408,Pipedrive,2024-04-03,Large (201-1000),Manufacturing,Enterprise,10.0,True
1409,Pipedrive,2024-05-19,Enterprise (1000+),Education,Business,16.0,True
1410,Pipedrive,2024-04-16,Small (1-50),Finance,Starter,,True
1411,Pipedrive,2024-02-24,Large (201-1000),Manufacturing,Business,26.0,True
1412,Pipedrive,2024-03-21,Enterprise (1000+),Retail,Business,29.0,True
1413,Pipedrive,2024-05-30,Medium (51-200),Retail,Professional,12.0,True
1414,Pipedrive,2024-03-29,Small (1-50),Technology,Professional,13.0,True
1415,Pipedrive,2024-04-12,Enterprise (1000+),Education,Enterprise,29.0,True
1416,Pipedrive,2024-04-03,Medium (51-200),Manufacturing,Professional,,True
1417,Pipedrive,2024-03-09,Small (1-50),Healthcare,Professional,12.0,True
1418,Pipedrive,2024-04-13,Enterprise (1000+),Manufacturing,Business,,True
1419,Pipedrive,2024-05-16,Large (201-1000),Education,Business,13.0,True
1420,Pipedrive,2024-02-14,Medium (51-200),Technology,Business,18.0,True
1421,Pipedrive,2024-02-12,Enterprise (1000+),Healthcare,Business,30.0,True
1422,Pipedrive,2024-03-16,Enterprise (1000+),Manufacturing,Business,,True
1423,Pipedrive,2024-02-27,Small (1-50),Manufacturing,Professional,24.0,True
1424,Pipedrive,2024-05-01,Large (201-1000),Manufacturing,Enterprise,23.0,True
1425,Pipedrive,2024-04-27,Small (1-50),Retail,Starter,15.0,True
1426,Pipedrive,2024-02-17,Medium (51-200),Healthcare,Professional,14.0,True
1427,Pipedrive,2024-04-27,Enterprise (1000+),Healthcare,Enterprise,15.0,True
1428,Pipedrive,2024-03-20,Enterprise (1000+),Education,Business,9.0,True
1429,Pipedrive,2024-05-06,Large (201-1000),Retail,Enterprise,17.0,True
1430,Pipedrive,2024-05-22,Small (1-50),Education,Professional,18.0,True
1431,Pipedrive,2024-05-12,Enterprise (1000+),Retail,Business,22.0,True
1432,Pipedrive,2024-05-17,Large (201-1000),Manufacturing,Enterprise,25.0,True
1433,Pipedrive,2024-05-11,Large (201-1000),Technology,Business,,True
1434,Pipedrive,2024-03-30,Small (1-50),Healthcare,Starter,7.0,True
1435,Pipedrive,2024-03-26,Medium (51-200),Education,Professional,15.0,False
1436,Pipedrive,2024-03-18,Large (201-1000),Finance,Business,27.0,True
1437,Pipedrive,2024-03-22,Large (201-1000),Retail,Business,29.0,False
1438,Pipedrive,2024-02-28,Enterprise (1000+),Healthcare,Business,23.0,True
1439,Pipedrive,2024-02-02,Small (1-50),Technology,Professional,20.0,True
1440,Pipedrive,2024-04-02,Small (1-50),Retail,Starter,,True
1441,Pipedrive,2024-02-14,Large (201-1000),Finance,Enterprise,,True
1442,Pipedrive,2024-05-07,Medium (51-200),Technology,Professional,7.0,True
1443,Pipedrive,2024-02-22,Enterprise (1000+),Education,Enterprise,30.0,True
1444,Pipedrive,2024-03-24,Enterprise (1000+),Technology,Business,11.0,True
1445,Pipedrive,2024-04-16,Enterprise (1000+),Retail,Enterprise,11.0,True
1446,Pipedrive,2024-04-23,Small (1-50),Manufacturing,Starter,30.0,True
1447,Pipedrive,2024-05-10,Small (1-50),Healthcare,Professional,23.0,True
1448,Pipedrive,2024-03-22,Large (201-1000),Healthcare,Business,10.0,True
1449,Pipedrive,2024-04-22,Small (1-50),Finance,Starter,11.0,True
1450,Pipedrive,2024-05-18,Enterprise (1000+),Manufacturing,Enterprise,22.0,True
1451,Pipedrive,2024-05-09,Small (1-50),Manufacturing,Starter,,True
1452,Pipedrive,2024-02-06,Small (1-50),Manufacturing,Professional,29.0,True
1453,Pipedrive,2024-03-25,Enterprise (1000+),Technology,Enterprise,24.0,True
1454,Pipedrive,2024-03-07,Small (1-50),Technology,Professional,13.0,True
1455,Pipedrive,2024-02-20,Large (201-1000),Manufacturing,Enterprise,27.0,True
1456,Pipedrive,2024-02-09,Large (201-1000),Education,Enterprise,14.0,False
1457,Pipedrive,2024-02-12,Enterprise (1000+),Retail,Business,8.0,True
1458,Pipedrive,2024-05-05,Medium (51-200),Technology,Professional,29.0,False
1459,Pipedrive,2024-04-04,Large (201-1000),Healthcare,Enterprise,30.0,True
1460,Pipedrive,2024-03-06,Small (1-50),Finance,Starter,15.0,True
1461,Pipedrive,2024-03-05,Small (1-50),Retail,Professional,8.0,True
1462,Pipedrive,2024-04-13,Medium (51-200),Healthcare,Business,10.0,True
1463,Pipedrive,2024-04-27,Small (1-50),Education,Starter,8.0,True
1464,Pipedrive,2024-02-02,Medium (51-200),Retail,Professional,11.0,True
1465,Pipedrive,2024-05-20,Small (1-50),Healthcare,Professional,20.0,True
1466,Pipedrive,2024-03-12,Large (201-1000),Manufacturing,Business,23.0,True
1467,Pipedrive,2024-02-07,Medium (51-200),Manufacturing,Professional,19.0,False
1468,Pipedrive,2024-03-31,Large (201-1000),Finance,Enterprise,,True
1469,Pipedrive,2024-03-19,Medium (51-200),Manufacturing,Business,30.0,True
1470,Pipedrive,2024-03-31,Large (201-1000),Healthcare,Enterprise,24.0,True
1471,Pipedrive,2024-03-03,Medium (51-200),Retail,Professional,,True
1472,Pipedrive,2024-04-22,Small (1-50),Technology,Professional,19.0,True
1473,Pipedrive,2024-05-04,Large (201-1000),Healthcare,Business,14.0,True
1474,Pipedrive,2024-02-08,Medium (51-200),Technology,Business,,True
1475,Pipedrive,2024-05-19,Enterprise (1000+),Retail,Enterprise,9.0,True
1476,Pipedrive,2024-04-05,Medium (51-200),Technology,Business,8.0,True
1477,Pipedrive,2024-02-17,Medium (51-200),Finance,Business,19.0,True
1478,Pipedrive,2024-05-05,Large (201-1000),Retail,Enterprise,9.0,True
1479,Pipedrive,2024-02-18,Small (1-50),Technology,Starter,21.0,True
1480,Pipedrive,2024-02-16,Large (201-1000),Retail,Business,15.0,True
1481,Pipedrive,2024-02-12,Medium (51-200),Education,Business,8.0,True
1482,Pipedrive,2024-05-20,Large (201-1000),Technology,Business,18.0,True
1483,Pipedrive,2024-02-07,Large (201-1000),Healthcare,Enterprise,,True
1484,Pipedrive,2024-03-29,Medium (51-200),Retail,Professional,,True
1485,Pipedrive,2024-02-16,Small (1-50),Healthcare,Starter,,True
1486,Pipedrive,2024-03-19,Small (1-50),Technology,Professional,,False
1487,Pipedrive,2024-05-26,Enterprise (1000+),Technology,Business,17.0,True
1488,Pipedrive,2024-05-31,Enterprise (1000+),Healthcare,Business,20.0,True
1489,Pipedrive,2024-03-22,Enterprise (1000+),Retail,Business,12.0,True
1490,Pipedrive,2024-05-27,Medium (51-200),Finance,Business,11.0,False
1491,Pipedrive,2024-04-20,Medium (51-200),Retail,Business,24.0,True
1492,Pipedrive,2024-02-12,Large (201-1000),Healthcare,Enterprise,27.0,True
1493,Pipedrive,2024-04-08,Medium (51-200),Retail,Professional,18.0,True
1494,Pipedrive,2024-05-11,Enterprise (1000+),Manufacturing,Enterprise,19.0,True
1495,Pipedrive,2024-02-04,Large (201-1000),Technology,Business,15.0,False
1496,Pipedrive,2024-04-01,Large (201-1000),Healthcare,Business,,True
1497,Pipedrive,2024-03-06,Small (1-50),Manufacturing,Starter,19.0,True
1498,Pipedrive,2024-05-18,Medium (51-200),Healthcare,Professional,30.0,True
1499,Pipedrive,2024-05-27,Small (1-50),Manufacturing,Professional,25.0,True
1500,Pipedrive,2024-05-18,Enterprise (1000+),Healthcare,Enterprise,9.0,False
1501,Pipedrive,2024-04-18,Medium (51-200),Manufacturing,Professional,17.0,True
1502,Pipedrive,2024-02-26,Medium (51-200),Education,Business,17.0,False
1503,Pipedrive,2024-02-19,Medium (51-200),Manufacturing,Professional,9.0,True
1504,Pipedrive,2024-05-31,Enterprise (1000+),Finance,Business,11.0,True
1505,Pipedrive,2024-05-04,Enterprise (1000+),Education,Enterprise,29.0,True
1506,Pipedrive,2024-04-29,Large (201-1000),Education,Business,12.0,True
1507,Pipedrive,2024-05-04,Large (201-1000),Healthcare,Business,29.0,True
1508,Pipedrive,2024-03-22,Small (1-50),Manufacturing,Starter,26.0,True
1509,Pipedrive,2024-04-13,Small (1-50),Healthcare,Professional,9.0,True
1510,Pipedrive,2024-03-12,Medium (51-200),Education,Professional,30.0,True
1511,Pipedrive,2024-03-29,Small (1-50),Healthcare,Professional,9.0,True
1512,Pipedrive,2024-05-11,Small (1-50),Technology,Starter,30.0,True
1513,Pipedrive,2024-02-22,Enterprise (1000+),Retail,Enterprise,19.0,False
1514,Pipedrive,2024-04-02,Medium (51-200),Retail,Professional,,True
1515,Pipedrive,2024-03-09,Small (1-50),Finance,Professional,9.0,True
1516,Pipedrive,2024-05-24,Enterprise (1000+),Education,Business,,True
1517,Pipedrive,2024-02-12,Large (201-1000),Education,Enterprise,,True
1518,Pipedrive,2024-02-22,Enterprise (1000+),Technology,Business,,True
1519,Pipedrive,2024-02-25,Enterprise (1000+),Education,Enterprise,14.0,False
1520,Pipedrive,2024-03-22,Enterprise (1000+),Technology,Business,20.0,False
1521,Pipedrive,2024-05-16,Enterprise (1000+),Technology,Business,,True
1522,Pipedrive,2024-03-09,Small (1-50),Technology,Professional,19.0,True
1523,Pipedrive,2024-05-25,Large (201-1000),Education,Business,12.0,True
1524,Pipedrive,2024-03-20,Large (201-1000),Retail,Business,,True
1525,Pipedrive,2024-03-05,Medium (51-200),Manufacturing,Business,,True
1526,Pipedrive,2024-04-26,Small (1-50),Education,Starter,24.0,True
1527,Pipedrive,2024-05-07,Medium (51-200),Retail,Professional,20.0,True
1528,Pipedrive,2024-04-28,Enterprise (1000+),Retail,Business,19.0,True
1529,Pipedrive,2024-05-02,Small (1-50),Technology,Starter,21.0,True
1530,Pipedrive,2024-02-22,Medium (51-200),Healthcare,Professional,,False
1531,Pipedrive,2024-04-28,Enterprise (1000+),Education,Business,,True
1532,Pipedrive,2024-03-12,Small (1-50),Retail,Starter,24.0,True
1533,Pipedrive,2024-03-07,Enterprise (1000+),Education,Business,23.0,True
1534,Pipedrive,2024-02-15,Enterprise (1000+),Healthcare,Business,25.0,True
1535,Pipedrive,2024-05-31,Small (1-50),Manufacturing,Starter,16.0,True
1536,Pipedrive,2024-05-23,Large (201-1000),Finance,Enterprise,22.0,True
1537,Pipedrive,2024-04-01,Small (1-50),Finance,Starter,26.0,True
1538,Pipedrive,2024-04-29,Enterprise (1000+),Retail,Business,17.0,True
1539,Pipedrive,2024-02-07,Enterprise (1000+),Finance,Enterprise,,True
1540,Pipedrive,2024-03-10,Large (201-1000),Retail,Enterprise,28.0,False
1541,Pipedrive,2024-05-22,Medium (51-200),Finance,Professional,21.0,True
1542,Pipedrive,2024-03-13,Large (201-1000),Manufacturing,Enterprise,13.0,True
1543,Pipedrive,2024-05-27,Enterprise (1000+),Manufacturing,Enterprise,8.0,True
1544,Pipedrive,2024-02-21,Small (1-50),Education,Professional,11.0,True
1545,Zoho CRM,2024-06-30,Small (1-50),Healthcare,Starter,13.0,True
1546,Zoho CRM,2024-04-10,Small (1-50),Technology,Professional,29.0,True
1547,Zoho CRM,2024-04-26,Enterprise (1000+),Education,Enterprise,28.0,False
1548,Zoho CRM,2024-04-26,Enterprise (1000+),Healthcare,Enterprise,22.0,True
1549,Zoho CRM,2024-04-23,Large (201-1000),Finance,Business,29.0,False
1550,Zoho CRM,2024-03-13,Enterprise (1000+),Healthcare,Business,13.0,True
1551,Zoho CRM,2024-05-31,Medium (51-200),Finance,Professional,23.0,False
1552,Zoho CRM,2024-06-17,Small (1-50),Healthcare,Professional,26.0,True
1553,Zoho CRM,2024-04-07,Large (201-1000),Education,Enterprise,27.0,True
1554,Zoho CRM,2024-07-02,Enterprise (1000+),Retail,Enterprise,21.0,True
1555,Zoho CRM,2024-05-15,Enterprise (1000+),Technology,Business,28.0,True
1556,Zoho CRM,2024-06-25,Large (201-1000),Finance,Enterprise,22.0,False
1557,Zoho CRM,2024-04-14,Large (201-1000),Finance,Enterprise,27.0,True
1558,Zoho CRM,2024-03-29,Medium (51-200),Manufacturing,Professional,17.0,True
1559,Zoho CRM,2024-06-10,Small (1-50),Finance,Professional,20.0,True
1560,Zoho CRM,2024-06-12,Small (1-50),Finance,Starter,14.0,True
1561,Zoho CRM,2024-05-30,Enterprise (1000+),Manufacturing,Enterprise,12.0,True
1562,Zoho CRM,2024-06-30,Medium (51-200),Technology,Business,30.0,True
1563,Zoho CRM,2024-06-21,Medium (51-200),Education,Business,,True
1564,Zoho CRM,2024-06-13,Large (201-1000),Finance,Enterprise,25.0,True
1565,Zoho CRM,2024-06-26,Small (1-50),Technology,Professional,25.0,True
1566,Zoho CRM,2024-05-28,Small (1-50),Healthcare,Professional,28.0,True
1567,Zoho CRM,2024-04-17,Enterprise (1000+),Healthcare,Business,,True
1568,Zoho CRM,2024-05-01,Enterprise (1000+),Finance,Business,12.0,True
1569,Zoho CRM,2024-05-11,Large (201-1000),Finance,Business,7.0,True
1570,Zoho CRM,2024-04-05,Medium (51-200),Retail,Professional,9.0,True
1571,Zoho CRM,2024-05-04,Enterprise (1000+),Retail,Enterprise,19.0,False
1572,Zoho CRM,2024-05-17,Medium (51-200),Technology,Business,23.0,True
1573,Zoho CRM,2024-06-04,Small (1-50),Healthcare,Starter,18.0,True
1574,Zoho CRM,2024-03-23,Enterprise (1000+),Healthcare,Enterprise,,False
1575,Zoho CRM,2024-04-16,Enterprise (1000+),Retail,Enterprise,11.0,True
1576,Zoho CRM,2024-07-03,Enterprise (1000+),Healthcare,Enterprise,19.0,False
1577,Zoho CRM,2024-04-07,Medium (51-200),Education,Professional,,True
1578,Zoho CRM,2024-03-25,Large (201-1000),Retail,Business,15.0,True
1579,Zoho CRM,2024-05-28,Small (1-50),Education,Starter,,True
1580,Zoho CRM,2024-03-16,Small (1-50),Retail,Professional,24.0,True
1581,Zoho CRM,2024-06-07,Medium (51-200),Education,Professional,7.0,True
1582,Zoho CRM,2024-06-02,Small (1-50),Manufacturing,Professional,11.0,True
1583,Zoho CRM,2024-07-03,Small (1-50),Finance,Starter,,False
1584,Zoho CRM,2024-04-04,Medium (51-200),Manufacturing,Business,18.0,True
1585,Zoho CRM,2024-04-16,Medium (51-200),Manufacturing,Professional,13.0,True
1586,Zoho CRM,2024-05-10,Large (201-1000),Technology,Business,,False
1587,Zoho CRM,2024-03-24,Enterprise (1000+),Technology,Business,9.0,True
1588,Zoho CRM,2024-03-22,Large (201-1000),Retail,Business,16.0,True
1589,Zoho CRM,2024-03-16,Small (1-50),Technology,Starter,18.0,True
1590,Zoho CRM,2024-04-19,Enterprise (1000+),Technology,Business,8.0,False
1591,Zoho CRM,2024-03-27,Medium (51-200),Finance,Business,26.0,True
1592,Zoho CRM,2024-06-11,Small (1-50),Finance,Professional,19.0,True
1593,Zoho CRM,2024-05-07,Large (201-1000),Education,Enterprise,20.0,True
1594,Zoho CRM,2024-06-20,Medium (51-200),Healthcare,Professional,8.0,True
1595,Zoho CRM,2024-06-26,Medium (51-200),Retail,Professional,22.0,True
1596,Zoho CRM,2024-06-04,Enterprise (1000+),Manufacturing,Business,18.0,True
1597,Zoho CRM,2024-06-28,Medium (51-200),Retail,Business,,True
1598,Zoho CRM,2024-03-15,Small (1-50),Education,Professional,29.0,True
1599,Zoho CRM,2024-05-16,Medium (51-200),Manufacturing,Business,29.0,True
1600,Zoho CRM,2024-05-04,Medium (51-200),Finance,Business,27.0,True
1601,Zoho CRM,2024-06-25,Small (1-50),Education,Starter,23.0,True
1602,Zoho CRM,2024-06-27,Enterprise (1000+),Technology,Business,17.0,True
1603,Zoho CRM,2024-04-14,Small (1-50),Manufacturing,Starter,19.0,True
1604,Zoho CRM,2024-03-20,Enterprise (1000+),Manufacturing,Enterprise,22.0,True
1605,Zoho CRM,2024-03-25,Enterprise (1000+),Technology,Business,8.0,True
1606,Zoho CRM,2024-03-10,Small (1-50),Manufacturing,Professional,27.0,True
1607,Zoho CRM,2024-04-22,Large (201-1000),Healthcare,Business,17.0,True
1608,Zoho CRM,2024-05-28,Enterprise (1000+),Education,Enterprise,10.0,True
1609,Zoho CRM,2024-04-07,Small (1-50),Finance,Professional,16.0,True
1610,Zoho CRM,2024-04-26,Small (1-50),Healthcare,Starter,29.0,True
1611,Zoho CRM,2024-05-01,Small (1-50),Manufacturing,Professional,10.0,True
1612,Zoho CRM,2024-04-29,Medium (51-200),Healthcare,Business,10.0,True
1613,Zoho CRM,2024-03-15,Small (1-50),Retail,Professional,23.0,True
1614,Zoho CRM,2024-05-12,Small (1-50),Manufacturing,Starter,25.0,True
1615,Zoho CRM,2024-05-14,Medium (51-200),Education,Professional,10.0,True
1616,Zoho CRM,2024-05-25,Large (201-1000),Retail,Enterprise,29.0,True
1617,Zoho CRM,2024-04-14,Enterprise (1000+),Finance,Enterprise,11.0,True
1618,Zoho CRM,2024-05-26,Large (201-1000),Education,Enterprise,24.0,True
1619,Zoho CRM,2024-04-04,Medium (51-200),Education,Business,28.0,True
1620,Zoho CRM,2024-06-08,Medium (51-200),Education,Business,,True
1621,Zoho CRM,2024-05-10,Enterprise (1000+),Retail,Enterprise,23.0,False
1622,Zoho CRM,2024-04-27,Medium (51-200),Education,Professional,,True
1623,Zoho CRM,2024-06-18,Medium (51-200),Education,Business,8.0,True
1624,Zoho CRM,2024-04-16,Medium (51-200),Finance,Professional,10.0,True
1625,Zoho CRM,2024-06-04,Medium (51-200),Healthcare,Business,29.0,True
1626,Zoho CRM,2024-06-03,Small (1-50),Retail,Professional,28.0,True
1627,Zoho CRM,2024-05-19,Small (1-50),Education,Starter,26.0,True
1628,Zoho CRM,2024-06-28,Enterprise (1000+),Education,Business,27.0,True
1629,Zoho CRM,2024-05-24,Medium (51-200),Finance,Professional,28.0,False
1630,Zoho CRM,2024-04-01,Small (1-50),Technology,Professional,24.0,True
1631,Zoho CRM,2024-03-30,Large (201-1000),Finance,Business,11.0,False
1632,Zoho CRM,2024-07-06,Large (201-1000),Education,Business,28.0,True
1633,Zoho CRM,2024-06-19,Large (201-1000),Education,Business,14.0,True
1634,Zoho CRM,2024-05-15,Small (1-50),Retail,Starter,19.0,False
1635,Zoho CRM,2024-04-07,Medium (51-200),Finance,Business,13.0,True
1636,Zoho CRM,2024-05-28,Enterprise (1000+),Technology,Business,21.0,True
1637,Zoho CRM,2024-05-31,Medium (51-200),Education,Professional,19.0,True
1638,Zoho CRM,2024-07-08,Small (1-50),Finance,Professional,16.0,False
1639,Zoho CRM,2024-05-15,Large (201-1000),Retail,Enterprise,,True
1640,Zoho CRM,2024-04-03,Large (201-1000),Technology,Business,24.0,True
1641,Zoho CRM,2024-05-29,Small (1-50),Education,Starter,13.0,True
1642,Zoho CRM,2024-05-03,Small (1-50),Manufacturing,Starter,30.0,True
1643,Zoho CRM,2024-05-31,Small (1-50),Technology,Starter,17.0,False
1644,Zoho CRM,2024-03-19,Small (1-50),Finance,Starter,25.0,True
1645,Zoho CRM,2024-07-04,Large (201-1000),Retail,Enterprise,19.0,True
1646,Zoho CRM,2024-03-12,Enterprise (1000+),Manufacturing,Business,,True
1647,Zoho CRM,2024-03-18,Small (1-50),Finance,Starter,10.0,True
1648,Zoho CRM,2024-06-05,Large (201-1000),Finance,Business,21.0,True
1649,Zoho CRM,2024-06-23,Small (1-50),Healthcare,Professional,11.0,True
1650,Zoho CRM,2024-06-19,Large (201-1000),Finance,Business,30.0,True
1651,Zoho CRM,2024-03-11,Medium (51-200),Technology,Professional,,True
1652,Zoho CRM,2024-05-17,Small (1-50),Healthcare,Professional,30.0,True
1653,Zoho CRM,2024-05-01,Medium (51-200),Healthcare,Professional,15.0,True
1654,Zoho CRM,2024-04-02,Small (1-50),Education,Professional,16.0,True
1655,Zoho CRM,2024-04-11,Small (1-50),Education,Starter,17.0,True
1656,Zoho CRM,2024-06-03,Medium (51-200),Finance,Professional,13.0,True
1657,Zoho CRM,2024-05-06,Large (201-1000),Education,Enterprise,25.0,True
1658,Zoho CRM,2024-06-21,Large (201-1000),Healthcare,Enterprise,,True
1659,Zoho CRM,2024-04-07,Enterprise (1000+),Finance,Enterprise,,True
1660,Zoho CRM,2024-06-30,Enterprise (1000+),Retail,Enterprise,16.0,True
1661,Zoho CRM,2024-03-23,Medium (51-200),Finance,Professional,11.0,True
1662,Zoho CRM,2024-04-04,Large (201-1000),Education,Business,,False
1663,Zoho CRM,2024-05-13,Small (1-50),Manufacturing,Professional,8.0,True
1664,Zoho CRM,2024-05-18,Enterprise (1000+),Finance,Business,25.0,True
1665,Zoho CRM,2024-04-16,Medium (51-200),Manufacturing,Business,19.0,True
1666,Zoho CRM,2024-03-11,Medium (51-200),Manufacturing,Professional,,True
1667,Zoho CRM,2024-05-21,Medium (51-200),Finance,Business,,True
1668,Zoho CRM,2024-04-08,Small (1-50),Finance,Professional,28.0,True
1669,Zoho CRM,2024-07-04,Large (201-1000),Retail,Enterprise,8.0,False
1670,Zoho CRM,2024-06-01,Large (201-1000),Education,Business,27.0,True
1671,Zoho CRM,2024-06-24,Large (201-1000),Retail,Business,18.0,True
1672,Zoho CRM,2024-07-02,Small (1-50),Retail,Professional,14.0,True
1673,Zoho CRM,2024-04-24,Large (201-1000),Retail,Enterprise,7.0,True
1674,Zoho CRM,2024-03-27,Enterprise (1000+),Healthcare,Business,,True
1675,Zoho CRM,2024-04-06,Medium (51-200),Healthcare,Professional,29.0,True
1676,Zoho CRM,2024-06-02,Medium (51-200),Finance,Business,22.0,True
1677,Zoho CRM,2024-05-10,Medium (51-200),Education,Professional,7.0,True
1678,Zoho CRM,2024-03-26,Medium (51-200),Education,Professional,25.0,True
1679,Zoho CRM,2024-03-31,Large (201-1000),Manufacturing,Business,26.0,True
1680,Zoho CRM,2024-05-30,Small (1-50),Technology,Professional,26.0,True
1681,Zoho CRM,2024-06-29,Enterprise (1000+),Healthcare,Business,26.0,True
1682,Zoho CRM,2024-05-23,Medium (51-200),Healthcare,Business,17.0,True
1683,Zoho CRM,2024-05-25,Small (1-50),Retail,Starter,10.0,False
1684,Zoho CRM,2024-05-15,Enterprise (1000+),Manufacturing,Business,,True
1685,Zoho CRM,2024-05-27,Small (1-50),Technology,Starter,11.0,True
1686,Zoho CRM,2024-05-18,Small (1-50),Manufacturing,Professional,8.0,True
1687,Zoho CRM,2024-05-03,Medium (51-200),Retail,Business,30.0,True
1688,Zoho CRM,2024-06-25,Small (1-50),Healthcare,Professional,14.0,True
1689,Zoho CRM,2024-03-20,Large (201-1000),Finance,Enterprise,29.0,True
1690,Zoho CRM,2024-03-10,Small (1-50),Retail,Starter,29.0,True
1691,Zoho CRM,2024-05-01,Large (201-1000),Healthcare,Business,25.0,True
1692,Zoho CRM,2024-06-27,Enterprise (1000+),Manufacturing,Enterprise,28.0,True
1693,Zoho CRM,2024-04-05,Enterprise (1000+),Healthcare,Enterprise,24.0,True
1694,Zoho CRM,2024-04-18,Large (201-1000),Education,Enterprise,,True
1695,Zoho CRM,2024-03-25,Medium (51-200),Education,Business,10.0,True
1696,Zoho CRM,2024-04-30,Large (201-1000),Healthcare,Business,27.0,False
1697,Zoho CRM,2024-03-21,Medium (51-200),Manufacturing,Business,9.0,True
1698,Zoho CRM,2024-04-26,Small (1-50),Education,Starter,19.0,True
1699,Zoho CRM,2024-05-15,Large (201-1000),Healthcare,Business,21.0,False
1700,Zoho CRM,2024-06-26,Large (201-1000),Technology,Business,23.0,True
1701,Zoho CRM,2024-04-08,Medium (51-200),Finance,Professional,7.0,True
1702,Zoho CRM,2024-03-21,Large (201-1000),Finance,Enterprise,19.0,True
1703,Zoho CRM,2024-05-15,Small (1-50),Technology,Starter,30.0,True
1704,Zoho CRM,2024-07-05,Large (201-1000),Finance,Enterprise,13.0,True
1705,Zoho CRM,2024-04-30,Small (1-50),Healthcare,Professional,10.0,True
1706,Zoho CRM,2024-05-13,Large (201-1000),Technology,Enterprise,15.0,True
1707,Zoho CRM,2024-06-22,Large (201-1000),Retail,Enterprise,14.0,True
